Text,True_Label,Predicted_Label,MuRIL_Prob,XLM_Prob,Ensemble_Prob,Model_Disagreement,Error_Type,Raw_Confidence
आप कैसे कह सकते हैं कि निचली जात के लोगों घृणित हैं क्या आप ये नहीं जानते कि यह कहना घृणित है,1,0,0.0271,0.5585,0.2928,True,False Negative (Missed Hate),0.7072
mulle(dhurv ) comments out off service,0,1,0.4249,0.9853,0.7051,True,False Positive (Hallucination),0.7051
kyu madhu apne upar bhi toh film banao.ki tum kaise film mai role dene ka promise kar ke rape karte ho.pahle apne gireban mai dekho..,1,0,0.3217,0.2716,0.2966,False,False Negative (Missed Hate),0.7034
retweet stay mad this happens every hours there is already been another unarmed black person killed since mike brown eze,0,1,0.9943,0.4122,0.7032,True,False Positive (Hallucination),0.7032
रक्षामंत्री राजनाथ सिंह ने हाइपरसोनिक टेक्नोलॉजी डेमोनट्रेटर व्‍हीकल के सफल परीक्षण के लिए रक्षा अनुसंधान और विकास संगठन को बधाई दी है। इस व्‍हीकल में स्‍वदेश में विकसित स्क्रैमजेट प्रोपल्शन प्रणाली का उपयोग किया गया है।,0,1,0.9919,0.4135,0.7027,True,False Positive (Hallucination),0.7027
eski bhen ki choooo,0,1,0.4501,0.9533,0.7017,True,False Positive (Hallucination),0.7017
सबसे ज्यादा दमदार सूअर होते हैं जो एक साथ 16बच्चे पैदा कर सकते हैं या फिर उनकी बिरादरी के इंसान।,1,0,0.0151,0.5827,0.2989,True,False Negative (Missed Hate),0.7011
gravity gya maa chudane,1,0,0.481,0.121,0.301,False,False Negative (Missed Hate),0.699
मैं नाखुश था और मैं क्लब छोड़ना चाहता था मुझे यह नहीं करने दिया गया और मैं अब क्लब में रुक रहा हूं जिससे कोई कानूनी विवाद ना खड़ा हो बर्टमेयु जोसेप मारिया बर्टमेयु की अध्यक्षता वाला क्लब का मैनेजमेंट बकवास है,1,0,0.061,0.5416,0.3013,True,False Negative (Missed Hate),0.6987
newton ki mkc....,0,1,0.414,0.9816,0.6978,True,False Positive (Hallucination),0.6978
"porkistan me to hona hi nahi hai rape kyuki tumahare baap ki 1 se jyada biwi hogi, waha behen se bhi shaadi karte hai,isse bada rape aur kya",1,0,0.3221,0.2854,0.3037,False,False Negative (Missed Hate),0.6963
ने के निधन पर शोक व्यक्त किया विवरण,1,0,0.0245,0.5829,0.3037,True,False Negative (Missed Hate),0.6963
हमें किसी भी दलित को जीने नहीं देना चाहिए,1,0,0.0125,0.596,0.3043,True,False Negative (Missed Hate),0.6957
जब राज्यसभा में नम्बर थे नहीं सब विपक्षी विरोध में तो साला ये ध्वनिमत से पास हुआ कैसे। इस नियम को भी तोड़ दिया है तो अभी तानाशाही में कितना अंतर बचा है। कोई स्केल है क्या भाई नाप लो कनहि छोटी ना पड़ जाए।,0,1,0.9873,0.4025,0.6949,True,False Positive (Hallucination),0.6949
#hariyana mey ek week mey teen bachchiyo ke saath gang rape hue par hamari aatma ko ye khabar jhakjhorti nahi kyunki paththar ho gaye hai yahaa insaan .sabke sab gunaahgaar ..betiyo ko is tarah bachaoge ?,1,0,0.0302,0.5846,0.3074,True,False Negative (Missed Hate),0.6926
koi is bharway ko btye k is k tatti bharat ka rape ho ra h,0,1,0.9262,0.4576,0.6919,True,False Positive (Hallucination),0.6919
mama ke dabre se bahir a gaye ho kya baat ha.chote bacha ka rape howa tha qasoor me baad me pata chala ke tum b un ke sath the.ye ha hidmat,1,0,0.3217,0.2962,0.309,False,False Negative (Missed Hate),0.691
who said i am lying to who said i am fucking how are you real based off a minute analysis that obviously lacks context and sincerity shut the fuck up my nigga,0,1,0.7981,0.5833,0.6907,False,False Positive (Hallucination),0.6907
jaise note k lie modi zimmedar hain waise hi rape k liye tu..tune hi karaye hain rape..delhi. me..balatkari,1,0,0.3251,0.2941,0.3096,False,False Negative (Missed Hate),0.6904
gravity gaye maa chudane,1,0,0.5635,0.0569,0.3102,True,False Negative (Missed Hate),0.6898
mountain dew dar maa ki c****t,1,0,0.0704,0.5515,0.311,True,False Negative (Missed Hate),0.689
rt : क्या आप अब भी इस देश के प्रधानमंत्री की बात पर अब भी विश्वास करते है?,1,0,0.0045,0.6195,0.312,True,False Negative (Missed Hate),0.68799996
big boobs,1,0,0.615,0.0101,0.3125,True,False Negative (Missed Hate),0.6875
kash koi us kisan ke ghar bhi jata jiski 5sal ki bachhi se rape karke mar diya un wamio ko sertificate de rahe the janab dogla patrakar,1,0,0.0653,0.5598,0.3126,True,False Negative (Missed Hate),0.6874
kya hua hai desh ko langda tha langda hai koi imandari se desh chla lo modi ji bhuut kar li metngs ab to kuch kro roj rape ho rhe h kuch kro,1,0,0.3221,0.3032,0.3127,False,False Negative (Missed Hate),0.68729997
पाकिस्तान का झूठा खौफ दिखाकर हिंदुओं के वोट ही हासिल करने थे तो फिर तुम्हे आज मुस्लमानों की याद कैसे आ गई ?,1,0,0.0132,0.6171,0.3152,True,False Negative (Missed Hate),0.6848
इस सूअर के आंड ने तब राज्यसभा में कुछ नही बोला जब कंजरलाल ने हनुमान जी का मजाक उडाया था जब कंजर ने गीता ग्रंथ की प्रति लेने से मना कर दिया था जब इसका पेचकस पकडने वाले इंजीनियर ने गौमाता का मजाक उडाया था,1,0,0.0048,0.6265,0.3156,True,False Negative (Missed Hate),0.68439996
#zulmkekhilaf aurto par hone wale rape ko roko modiji 3talaq k naam par aurto ki himayti dikha kar rajniti mat karo pehle isko rolo fekuuu,1,0,0.0664,0.5674,0.3169,True,False Negative (Missed Hate),0.6831
mountain dew: darr ki maakichut,0,1,0.5327,0.8312,0.682,False,False Positive (Hallucination),0.682
jo marzi kar lo rishi kapoor maan lo tum ko ham se is liye nafrat hai kun k hamare level tk aye nahi ho abhi. u sarra hua tarbooz,0,1,0.9846,0.3775,0.681,True,False Positive (Hallucination),0.681
वालीवुड वालों ने गद्दार हिजड़ो की फौज बना रखी है क्या कंगना के स्पोर्ट में वॉलीवुड का - कोई - भी भाड़ नही आया - यह सब नकली हीरो है इन को पहचानो.,0,1,0.3896,0.9709,0.6803,True,False Positive (Hallucination),0.6803
aur tum logo nay tou indian army k naam pay balatkari suar paal rakhe hain jo sirf kashmiriyon ka rape karna jaante hai bas,1,0,0.2399,0.3999,0.3199,False,False Negative (Missed Hate),0.68009996
आठ पुलिसकर्मियों का हत्यारा विकास दुबे कभी यूपी सरकार का अभिन्न अंग था और वर्तमान मुख्यमंत्री योगी आदित्यनाथ के साथ उठना बैठना भी था। यूपी पुलिस हत्याकांड की जांच सीबीआई से हो,1,0,0.0266,0.6139,0.3202,True,False Negative (Missed Hate),0.67980003
तू निहायत कमीना इंसान है,0,1,0.9726,0.3865,0.6796,True,False Positive (Hallucination),0.6796
to ye batao ke army ne kiya hai ya nahi aise koi kritya? koi ghalati hui thi kya? rape rape hi hai. koi karega to ghalat hi hoga.,1,0,0.3232,0.3178,0.3205,False,False Negative (Missed Hate),0.6795
उत्तरपूर्व को छोड़कर बाकी सभी क्षेत्रों में सामान्य वर्षा दर्ज की गई उत्तरपूर्व में सामान्य से प्रतिशत कम वर्षा दर्ज की गई मौसम विभाग,0,1,0.3855,0.9731,0.6793,True,False Positive (Hallucination),0.6793
"ye to wohi baat huyi.. 'aye lakdi kyu padi ho zaad me , aa ghusja meri me'",0,1,0.9849,0.3703,0.6776,True,False Positive (Hallucination),0.6776
आईसीएमआर के अनुसार पिछले घंटे के दौरान लोगों के कोविड सैंपल टेस्ट हुए जबकि देश भर में अब तक कुल कोरोना सैंपल की जांच हो चुकी है,0,1,0.3993,0.9542,0.6767,True,False Positive (Hallucination),0.6767
up ke hindu.......nah bro nah.... hindu nhi hijda,0,1,0.3576,0.9954,0.6765,True,False Positive (Hallucination),0.6765
gb road walo ram*d,1,0,0.1438,0.5036,0.3237,True,False Negative (Missed Hate),0.6763
rt : चीन को खैरात में दी जमीन वापस आती देख आज लेहड़ू जिंदा होते तो फिर से मर जाते।,1,0,0.0045,0.6446,0.3246,True,False Negative (Missed Hate),0.6754
मेरा कुत्ता किसी भी निचली जात के लोग की तुलना में अधिक स्मार्ट है,0,1,0.384,0.9664,0.6752,True,False Positive (Hallucination),0.6752
i fucking love muslims,0,1,0.3792,0.968,0.6736,True,False Positive (Hallucination),0.6736
विशेषज्ञ कोरोना के कारण अर्थव्यवस्था के भारी गिरावट की भविष्यवाणी कर रहे हैं। मुझे इन विशेषज्ञों के बारे में ज्यादा पता नहीं है लेकिन मैं निश्चित रूप से जानता हूं कि उन्हें मानव प्रेरणा और निर्धारित प्रयासों के मूल्य के बारे में कुछ भी नहीं पता है। देशदुनिया में पहले हुईं ऐसे घटनाओं के बारे में लिखा गया है जिनके बाद दुनिया पर संकट था लेकिन दुनिया उससे उबर गई।,1,0,0.0129,0.6403,0.3266,True,False Negative (Missed Hate),0.67340004
abe dallo sabne is baar sach ka sath diya,0,1,0.9936,0.3509,0.6722,True,False Positive (Hallucination),0.6722
dekh tu kitni jaldi bhage ga salo apni behan ko chor do salo kabhi bhi daru pike apni bhahen ka rape karte ho kutto madarchod,0,1,0.93,0.4137,0.6719,True,False Positive (Hallucination),0.6719
uslims not ready to except reality,0,1,0.3504,0.9931,0.6718,True,False Positive (Hallucination),0.6718
देश ने पूर्व राष्ट्रपति प्रणब मुखर्जी को अश्रुपूर्ण विदाई दी। पूरे सैन्य सम्मान के साथ नई दिल्ली में अंतिम संस्कार। भारत ने कहा चीनी सेना ने जारी बातचीत के बीच और अगस्त को पूर्वी लद्दाख में उकसावे की कार्रवाई की।,0,1,0.3756,0.9667,0.6712,True,False Positive (Hallucination),0.6712
gravity gai man chudane,1,0,0.6257,0.0326,0.3292,True,False Negative (Missed Hate),0.6708
गौमाता' शब्द पर आपत्ति करने वाले गद्दार कौन हैं ? मज़हब के नाम पर एक दर्जन बच्चे पैदा करने वाले गद्दार कौन हैं ? गजवा-ए-हिन्द का मंसूबा दिल में पालने वाले गद्दार कौन हैं ?,1,0,0.5793,0.0824,0.3308,True,False Negative (Missed Hate),0.6692
gle cuba beys thanks again take fine duodena deca sa take normal roditeljima face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1,0,0.0168,0.645,0.3309,True,False Negative (Missed Hate),0.6691
santani,0,1,0.3628,0.9741,0.6684,True,False Positive (Hallucination),0.6684
"comment section madhe mulanche sanskar disat ahe, kasli basha kaslya shivya chii.",1,0,0.0033,0.6601,0.3317,True,False Negative (Missed Hate),0.66830003
gravity gayi ma chudane,1,0,0.6473,0.0167,0.332,True,False Negative (Missed Hate),0.668
"kya bol saktey hain ab men are trash bs ik pathr pe lakeer lagado,bhai hum bi men hain humne to rape jokes ni kiye na ni bhai men are trash …",1,0,0.3228,0.3435,0.3332,False,False Negative (Missed Hate),0.6668
guess you missed the part where i said not to leave me user messages i will reiterate for you as you seem a little slow fuck off,1,0,0.0116,0.6564,0.334,True,False Negative (Missed Hate),0.666
फ़लाना ठिक़ाना सब ज़िम्मेदार हे सिवाय इन जिहादियों के सबसे बड़े हरामि तुम पत्रकार हो जो आ जाते हो इनके हिमायती बनकर तुम लोगों को क़ायदे से जूते पड़ने चाहिए,0,1,0.9839,0.3478,0.6659,True,False Positive (Hallucination),0.6659
rakshash bhoot pisach jhand b aisa nahi karte,0,1,0.3462,0.9839,0.665,True,False Positive (Hallucination),0.665
hate this gwar sadakchhap tuchcha,1,0,0.5726,0.0979,0.3352,True,False Negative (Missed Hate),0.6648
bhai ko koi sex dilao,1,0,0.671,0.0007,0.3358,True,False Negative (Missed Hate),0.6642
are you retarded i have cats and parakeets he is asian and needs lots of rice,1,0,0.6057,0.0662,0.3359,True,False Negative (Missed Hate),0.6641
अब सीबीआई करा सकती है रिया का पॉलीग्राफी टेस्ट समझिए क्या है इसकी प्रक्रिया और इसमें कितना समय लग सकता है,0,1,0.9651,0.3598,0.6625,True,False Positive (Hallucination),0.6625
राज्य को जीएसटी की पैसा दे दो उसके बाद लोगों को बेवकूफ बनाना कर्मचारी की तनख्वाह देने की हैसियत नहीं बिहार के लोगों को गुमराह कर रहे हो बिहार के लोग उड़ती चिड़िया के पंख में सिख लगा देते हैं सारा देश लूट कर मित्रों को विदेश में शिफ्ट कर दिया लोगों को कंगाल बना दिया फिर बकवास,0,1,0.9874,0.3367,0.662,True,False Positive (Hallucination),0.662
यह केरल का मोइनुद्दीन है । उन्होंने में जेएनयू में प्रवेश लिया । यदि सालदर साल उन्होंने बीए एमए एमफिल और फ़ीर पीएचडी में दाखिला लिया तो उन्हें में जेएनयू छोड़ देना चाहिए था और काम करना शुरू कर देना चाहिए था ।,1,0,0.0187,0.6575,0.3381,True,False Negative (Missed Hate),0.66190004
चीन को हरकत का मिलेगा मुंहतोड़ जबाव भारत ने लद्दाख में बढ़ाई सैनिकों और हथियारों की तैनाती,0,1,0.368,0.9541,0.6611,True,False Positive (Hallucination),0.6611
कोरोना जांच का सरताज बना उत्तर प्रदेश। डब्ल्यूएचओ मानक के मुताबिक प्रदेश की करोड़ जनसंख्या में हजार टेस्ट रोज होने चाहिए जबकि यहां डेढ़ लाख टेस्ट प्रतिदिन हो रहे हैं।,0,1,0.9746,0.3448,0.6597,True,False Positive (Hallucination),0.6597
tu aaicha bosdaa . . nako maanu tu ghal tuji tikde bosdicha . . vote maang,0,1,0.3233,0.9945,0.6589,True,False Positive (Hallucination),0.6589
हमें अपने समाज में हिजड़ों के लिए खुली नफरत को दूर करना होगा।,1,0,0.0534,0.6291,0.3413,True,False Negative (Missed Hate),0.6587
lauraaa,0,1,0.4346,0.8828,0.6587,True,False Positive (Hallucination),0.6587
"han naam khraab na ho, kaam kharab karo rape karo, rishwat lo, dalali kar k desh se bhaag jao kalamad, sahara , adani ki randi ban k pak jao",0,1,0.9734,0.3432,0.6583,True,False Positive (Hallucination),0.6583
humaare hindustan k logo ko pakistaaniyo se bdlaa chahiye jo apne hi desh me 15 saal ki ladki k saath rape kar k use jaan se maar diya gya,1,0,0.0413,0.6429,0.3421,True,False Negative (Missed Hate),0.6579
सिर्फ मुसलमान ही ज्यादातर ही पैसे लेने गयी ये है सिर्फ रोहांगिया मुसलमान,0,1,0.9903,0.3254,0.6578,True,False Positive (Hallucination),0.6578
madr**** raathee,1,0,0.669,0.0174,0.3432,True,False Negative (Missed Hate),0.65680003
"कहां मर गया दिल्ली का हरामखो र मुख्यमंत्री केजरीवाल साला सूअर की औलाद जिसके मुंह से एक भी शब्द नहीं निकाल रहा कुत्ता साला ,पहले ईद पर दिल्ली में शांतिवादी लोगो ने बसे तोड़ी तो चुप रहा अब कमिन मंदिर पर चुप है सूअर।",0,1,0.9898,0.3238,0.6568,True,False Positive (Hallucination),0.6568
bosdiwallaaa board,0,1,0.3222,0.9898,0.656,True,False Positive (Hallucination),0.656
ponosno go ahead main you car,1,0,0.6106,0.0782,0.3444,True,False Negative (Missed Hate),0.6556
shut up lady style color border solid row insert match middle triangle style large x large padding match height best in awfulness style align middle padding i don't worry about you and when you do dyou know how good mob oh it is mind his own business,1,0,0.0091,0.6802,0.3447,True,False Negative (Missed Hate),0.6553
mountain dew_-_-_-_dar ki maa ki choo,0,1,0.3298,0.9801,0.655,True,False Positive (Hallucination),0.655
मीडिया माई कोई हिंदू की औलाद नहीं है क्या जो तुम लोग हिंदुओं की बुराई करते हो। रहते हो तुम लोग इतने कमजो हो गये जितना कोई भिखारी भी नहीं होता अगर तुम जब हिंदू पाकिस्तान पर होते तो हो रहे अत्याचार को क्यों नहीं बताते मुल्ले मीडिया वाले,0,1,0.9755,0.3323,0.6539,True,False Positive (Hallucination),0.6539
lekin yrf/lallu ne pair kyu pakda?logic ke hisaab se haarne wala bhaaga hai.jeetnewaala reham/bheek deta hai.bhaitards ki logic ki rape hgya …,1,0,0.0245,0.6691,0.3468,True,False Negative (Missed Hate),0.65320003
bitch shut the fuck up you living off our tax money too whatever pay shit just like you so do not get that white power shit to head,0,1,0.9907,0.3155,0.6531,True,False Positive (Hallucination),0.6531
dhruv rahti chu***a,1,0,0.6788,0.0157,0.3472,True,False Negative (Missed Hate),0.65279996
"जायरा वसीम ने कहा 'इस्लाम में अभिनय हराम' है तो क्या मीनाकुमारी, मधुबाला सायराबानों, शबानाआजमी, तब्बु नरगिस माना कादरी शबाना रजा दिया मिर्जा फ़राह खान जरीना वहाब वहिदा रहमान मुमताज आयशा टाकिया हुमा कुरैशी सोहा अली खान सलमान, शाहरुख अमिर दिलीप सब हरामी हैं?",0,1,0.9778,0.3274,0.6526,True,False Positive (Hallucination),0.6526
बीबी फ़ैक्ट चेक पड़ताल में पाया है कि कैलाश पर्वत की बताई जा रही तस्वीरें पूरी तरह फ़र्ज़ी हैं भारतीय सैनिकों ने कैलाश पर्वत पर कोई क़ब्ज़ा नहीं किया है रिटायर्ड मेजर जनरल नरभक्षी ने झूठ को फैलाने में बीजेपी आईटी सेल की सहयोग की हिजड़े हैं मक्खी नहीं मारेंगे शेर बता देंगे,0,1,0.9852,0.3195,0.6523,True,False Positive (Hallucination),0.6523
.manojpawar999 asalyanchi tonda fodali pahije,0,1,0.9944,0.3086,0.6515,True,False Positive (Hallucination),0.6515
in riders ki kutto ki trh ganddddd fat ti h,0,1,0.3232,0.9799,0.6515,True,False Positive (Hallucination),0.6515
beta jaa apni maa behno ka khayal rakh roz india mai tumharay log apni maaoun aur behno ka rape kartay hain.sharam say doob mar ja,1,0,0.3248,0.3745,0.3497,False,False Negative (Missed Hate),0.6503
"saley ullu, chor n rapist tere ghar mai ghusega to tu kya karega . bibi ka rape honey dega ya lath mar kar bhagayega . kabhi to akal lagaya kar",1,0,0.322,0.3777,0.3499,False,False Negative (Missed Hate),0.6501
gravity ki mkc,0,1,0.3317,0.9686,0.6501,True,False Positive (Hallucination),0.6501
muslim ki maa ki c...t,0,1,0.3219,0.9773,0.6496,True,False Positive (Hallucination),0.6496
sir in separatist leaders nay aaj tak sirf aur sirf nafrat failayee hai jis wajahsay kashmiri awaam taraqee nahee kar payee...,1,0,0.0149,0.6863,0.3506,True,False Negative (Missed Hate),0.6494
ा जिले में फिल्माया गया था जहां दो पुरुषों के बीच शुरु हुआ झगड़ा तब हिंसक हो गया जब एक ने दूसरे की मां के बारे में आपत्तिजनक बात कही थी। स्थानीय पुलिस ने बूम को बताया कि पीड़ित और हमलावर दोनों लिंगयायत समुदाय से संबंधित हैं।,1,0,0.0793,0.6222,0.3507,True,False Negative (Missed Hate),0.6493
कोरोना वायरस टेस्ट में पॉजिटिव निकला क्रिकेटर मैच बीच में ही रोककर करना पड़ा रद्द,1,0,0.0321,0.6712,0.3516,True,False Negative (Missed Hate),0.6484
ata ghy ghusvun,0,1,0.324,0.9704,0.6472,True,False Positive (Hallucination),0.6472
आज कल तो अमिताभ सलमान कपूर फेमिली शांत है ड्रग्स का मामला हो या सुशांत का ये सब साले मिल कर सत्ता चला rhe है ....इनको सत्ता गिराने कंगना आई है ...पाप का घड़ा फूटने वाला है,1,0,0.3271,0.3787,0.3529,False,False Negative (Missed Hate),0.6471
ini hate speech nih pak …,0,1,0.3225,0.9712,0.6469,True,False Positive (Hallucination),0.6469
पूर्व वित्त सचिव ने कहा कि लॉकडाउन लगाने की रणनीति सही नहीं होने के कारण ऐसा हुआ,1,0,0.0551,0.6528,0.354,True,False Negative (Missed Hate),0.646
padmavati ka dusra khoon sunkar kano se khoon nikalne waala aur deepika ko dekhte hi vomiting. koi itni ugly kesi dikh sakti hai bhai.,0,1,0.3222,0.9698,0.646,True,False Positive (Hallucination),0.646
अमित शाह जून को बिहार में रैली करेंगे। सरकार ने इसलिए ही लॉकडाउन हटाया है,1,0,0.6711,0.0384,0.3547,True,False Negative (Missed Hate),0.64530003
अमेरिका की जनता ने में बिना किसी विशेष जनसंपर्क अभियान एनआरआई भीड़ प्रबंधन या हाईप्डअप मीडिया प्रचार के स्वागत किया था ।,0,1,0.3225,0.9679,0.6452,True,False Positive (Hallucination),0.6452
जितना तारीफ की जाए आप लोगों को काम है मैं भी फुल फैमिली बेरोजगार आपके साथ हूं सोशल मीडिया से अब सड़क पर आंदोलन के रूप में उतरनी चाहिए,1,0,0.0348,0.6748,0.3548,True,False Negative (Missed Hate),0.6452
"अबे सूअर की औलाद बुखारी, साले हलाला की पैदाइश,अब अगर तूने कोई कुत्ता गिरी की तो देश का हिन्दू तुझे घर में घुस कर मारेगा । और तेरे समर्थक हिजड़े नेता भी तुझे बचा नहीं पायेंगे । साले नीच कटुए ।",0,1,0.9865,0.3039,0.6452,True,False Positive (Hallucination),0.6452
"kyunki unhe #rape chillane pe trp milta hai. uske baad woh jhoot nikle toh, unhe usme interest nahi rehta #cleanchittoasarambapuji",1,0,0.3217,0.39,0.3559,False,False Negative (Missed Hate),0.6441
shamanic and board has perfectly planned to spoil and mentally giving trouble the other teams by fixing it on this month which is mostly monsoon days in england wiving winner tncriesforwater chennai,1,0,0.0038,0.7084,0.3561,True,False Negative (Missed Hate),0.64390004
"jo muje follow karne k baad chupke se unfollow kar deta h me usko hamesh k liye block kar deta hu.muje gadaar ,selfish and makkar se bahut hate h bhai",1,0,0.6655,0.0478,0.3566,True,False Negative (Missed Hate),0.6434
phla bolo bhai bhai fer ghar ka zamai hatt bh***cd,1,0,0.0145,0.6988,0.3567,True,False Negative (Missed Hate),0.6433
ga**d jali,0,1,0.3064,0.9803,0.6433,True,False Positive (Hallucination),0.6433
ड्रेनेज का दम देश के फीसद शहरी क्षेत्रों में सीवर लाइन नहीं भारी बारिश में शहरों का बुरा हाल,1,0,0.3793,0.3358,0.3575,False,False Negative (Missed Hate),0.64250004
क्या एमएस धोनी के साथ दरार के कारण भारत लौटे सुरेश रैना श्रीनिवासन ने किए कई खुलासे,0,1,0.9735,0.3087,0.6411,True,False Positive (Hallucination),0.6411
मेरे मैनेजर भी एक निचली जात के व्यक्ति हैं,1,0,0.5368,0.1813,0.3591,True,False Negative (Missed Hate),0.6409
no one cares about him now that he came out as a gay man and that is how it should be,1,0,0.0162,0.703,0.3596,True,False Negative (Missed Hate),0.6404
कश्मीर में सुरक्षाबलों ने ढूंढ निकाले आतंकी संगठन जैशएमोहम्मद के तीन ठिकाने,1,0,0.0255,0.6951,0.3603,True,False Negative (Missed Hate),0.6397
"उन हरामियों ने मन्दिर तोड़ा जिसका वीडियो रिकॉर्डिंग है ,अल्लाह उ अकबर के नारे लगाते हुए तोड़ा 8समय अफवाह क्या है बे। तुम जैसे ही हरामियों की वजह से ही पहले भी ये हरामी अपने इस कुकर्म को करने में सफल रहे और आज भी। केवल हिन्दुओ की ऊपर हुए अत्याचार पर तुम्हे सांप क्यों सूंघ जाता है",0,1,0.4486,0.8303,0.6395,True,False Positive (Hallucination),0.6395
अखबार के मुताबिक ने के कर्मचारियों के लिए बने ग्रुप पर अपनी पोस्ट में लिखा था हमने उनके सोशल मीडिया कैंपेन के लिए अलख जगाई और बाकी अब सब इतिहास के पन्नों में दर्ज है साल की जमीनी मेहनत से भारत से सरकार पोषित समाजवाद खत्म,1,0,0.0079,0.7135,0.3607,True,False Negative (Missed Hate),0.6393
os maa se contect kro jis ki beti ka rape jis ka beta qatel jis ki jawan beti aghwa or jin k ha khany ka rashen nhi he jo baap be rozgari ki waja se bachy bechny road pe khara hota he os maa se pocho jo logo k gher ja ja k kaam krti he naam sharif rakhny se koch nhi hota he.,1,0,0.3213,0.4006,0.361,False,False Negative (Missed Hate),0.639
"जब से ने चीन के राजदूत से मुलाक़ात की है तभी से चीन में उइगर मुस्लिमों पर अत्याचार बढ़ा है... मूस्लिमो की अपनी पार्टी होकर भी ने इस अत्याचार के खिलाफ कोई आवाज नही उठायी है, इस दुष्टता का बदला मुस्लिम भाइयों को 2019 में कांग्रेस से लेना ही चाहिए",0,1,0.3225,0.9554,0.6389,True,False Positive (Hallucination),0.6389
दलिय भागमा छानीयका कर्मचारी प्राय दुतबासमा पाईन्छन ती झन हरामी हुने रैछन यस्को मतलब यो हैनकी प्रतिस्पर्धाबाट नियुक्ति भयका कर्मचारी सबै राम्रा छन भ्रष्टचार प्रमाणित भयरपनी कार्बाही नहूनू पार्टीले संरक्षण गर्नु नै यस्ता भ्रष्टचारीको मनोबल बढ़नू होला,0,1,0.324,0.9535,0.6387,True,False Positive (Hallucination),0.6387
oh missed that in part said of it no no no reason to necessarily get physical,1,0,0.0504,0.6729,0.3616,True,False Negative (Missed Hate),0.63839996
technically all the niggas that touched her raped her a when she sees she trending on this bitch she call in the cops laughing my ass off,0,1,0.3024,0.9739,0.6382,True,False Positive (Hallucination),0.6382
retweet photographer lynda dario on war reporting while female on right now everything ab,0,1,0.9851,0.2895,0.6373,True,False Positive (Hallucination),0.6373
भरतीय जनता पार्टी जोभी फैसले करती है चुनाव को मद्दे नजर रखकर लेती है कल तक राम रहीम पापी था बलात्कारी था शोषक था हरियाणा राज्य में चुनाव आते ही किसान कैसे होगया यह सब डेरा प्रमुख से वोट वटोरने की डीलिंग है बीजेपी जीतने के लिए कितना गिर सकती है कोई पैमाना नहीं है ?,0,1,0.3218,0.9525,0.6372,True,False Positive (Hallucination),0.6372
iq of lmao so pleased whatever are housing these racist animals in the country should view it like a wild animal attack and put the racist down,0,1,0.2946,0.9792,0.6369,True,False Positive (Hallucination),0.6369
ab tu bata ke na mard pakistanio ko janwar aur aur chote bacche itne kuu pasand hai. pakistan mein hi nahi balki uk and saudi mein bhi animal rape kiya hahaha,0,1,0.977,0.2963,0.6367,True,False Positive (Hallucination),0.6367
arye waha kuttey k sath shadi karne wale aisi batein karte hain or medical ki student k sath 13 logon ne rape kiya tumery india main woh,0,1,0.9812,0.2919,0.6365,True,False Positive (Hallucination),0.6365
"किसान,मजदूर कभी गुलामी नही करते कुत्ते, गुलामी तो तेरे चमचे करते,जो नही करते उन्हें तू बाहर निकाल देता,कमीने,गद्दार गुस्सा बहुत है,तेरी कमीनी हरकतों पर मुझे दल्ले, हर हर महादेव",0,1,0.3249,0.9453,0.6351,True,False Positive (Hallucination),0.6351
riasati loug he hy nah jo phir aam worker k rape k baad qatal hone pr mulzimon ki pusht pnahi krte??,0,1,0.9859,0.2829,0.6344,True,False Positive (Hallucination),0.6344
देश बेचने नहीं देंगे हमारे युवा छात्र बस उनको सही जानकारी एक बार हो जाए बीजेपी की कल्याण हो जाएगी रेलवे की निजी करण के खिलाफ छात्र का आक्रोश link देश के युवा छात्र को पता चलने लगी है यह देश बेचने नहीं दूंगा सारी देश बेच दी धीरे धीरे कर युवा छात्र जाग गए,1,0,0.7186,0.0126,0.3656,True,False Negative (Missed Hate),0.6344
ममता सरकार जिस जिस स्कूल मुस्लिम डोमिनटेड हैं वो सारे स्कूल में सिर्फ मुस्लिम के लिए अलग डाइनिंग हल की प्रस्ताब पेश किया हैं। क्या हिन्दू के साथ ये भेद-भाव नही हैं? अभी आपलोग ही सोचिये ममता बनर्जी की सेक्युलर रंग किस तरफ हैं।,0,1,0.321,0.9476,0.6343,True,False Positive (Hallucination),0.6343
bt acche se hour karo to dekhoge shilpa bura insan nehi....bohot hi acchi he...hate ko dur krke zara mn ke ankho se dekhoge to pehechan paoge..by the way ap vi acchi ho...god bless you dost..,0,1,0.321,0.947,0.634,True,False Positive (Hallucination),0.634
सर्फ एक्सेल के उपयोग से हाथों पर संक्रमित फोड़े 'होम केयर' के तहत अपने ब्रांडों को सूचीबद्ध करने वाले एचयूएल का वेबपेज अतिकउल्लाह मलिक नाम का व्यक्ति सर्फ एक्सेल का मालिक है । गंदे नाले का पाऊडर आपके कपड़ो को गंदा कर देगा,0,1,0.9816,0.2844,0.633,True,False Positive (Hallucination),0.633
